Body,BugsCrashes,Experience,Hardware,Performance,Pricing,Suggestion,None
"Love the new turn-by-turn directions, and the public transit directions never fail, but you need to be able to access stored contacts' addresses! also, GPS runs in the background when not using the app sometimes, which kills battery life. Otherwise, it's a great app and must download!",0,1,1,0,0,0,0
"I was honestly very excited for this app. However, quickly became disappointed with a number of the features. Obviously the affect is has on battery life is a major issue, but also most of the street views I have looked at are 6+ years old. This does not make trying to understand a set location any easier, nor does it draw interest in this application's added features over 'maps' by apple.",0,1,1,0,0,0,0
"Awesome of course, because it combines a great GUI with super accurate google map data. To all those ppl out there who complain about significantly decreased battery life--it's called a car charger. Get one.",0,1,1,0,0,0,0
"For those of you that complain about battery life, go use the alternative app which you claim uses less battery. <br/><br/>This is hands down this best mapping and navigation app ever built, no competition.",0,0,1,0,0,0,0
"The search is good, but that's about it. No lock screen support, eats battery life. The apple map app is better for navigation.",0,1,1,0,0,0,0
"Turn-by-turn voice directions are awesome and 100% accurate so far! (iPhone 4, 30+ uses) Business locations are accurate.  Could not find a 'reverse directions' or 'recent locations' section. Also a 'dim brightness during directions' option would help with battery life.",0,1,1,0,0,0,0
"I hope someday Google will release a smartphone. The iPhones are not as cool anymore. I think Apple is fresh out of new ideas and features. I have an iPhone 4S that is only a year old and it's beginning to freeze and slow down a lot and my battery life doesn't last me a day, and thats just using Wi-fi at home. It must have been the most recent iOS update to cause these issues. I wouldn't be surprise if it was Apple's intention to have the iPhone 4S perform poorly after the update. This may possibly be their way for any iPhone 4 owner to upgrade to an iPhone 5. Which literally is not worth purchasing. Great job Google!",0,0,1,0,0,0,0
"This hits my battery life pretty severely when using navigate, the voice directions had many odd pauses and the audio would fade out and back in for no reason while listening to podcasts at the same time.<br/><br/>Otherwise it's a beautiful app and much more helpful for mapping on the iPhone 4.",0,1,1,0,0,0,0
Awesome app! Real spot on with directions. Great on battery life. Solid performance as always from google!,0,1,1,1,0,0,0
"The game itself is great. It's the battery consumption that's the issue here. I'm using an IPhone 4 and played this on the charger at about 92% battery life. I play for about thirty minutes and realized my battery was at 32%. If there is some way to reduce the battery consumption this game requires, then please make an update for it.",0,0,1,0,0,0,0
Good game but give out more battery life to buy the other ghostbusters,0,0,1,0,0,0,0
It's a good game but it lags some times and kills battery life,0,0,1,1,0,0,0
Love it but kills my battery life.,0,0,1,0,0,0,0
Great way to kill the time and your battery life.,0,0,1,0,0,0,0
"Game is good, glitchy sometimes. Kills battery life",1,0,1,0,0,0,0
Very entertaining... Just wish I had more battery life. My 4y.o. Kills my phone playing this game.,0,0,1,0,0,0,0
"Game is so much fun and great update, ive been playing this for so long. Also battery life is great even after playing this game for a while",0,0,1,0,0,0,0
"This game is so addicting. It's almost perfect except 2 things.<br/><br/>1. It drains your battery life way to quick, and I have an IPhone 5.<br/><br/>2. I wish that u could look up some one by name, and or the trading was a little bit easier.",0,0,1,0,0,1,0
"I have to admit, you almost nailed it for us pocket racers. The game play is as good or better than many high end racing games costing 5 bucks or more. Here's the trick: it's an app. We don't need story lines, we don't need endless upgrade options, menus and crap like that. We just want to run around a cool looking track over and over again while we sit in the car waiting for mom to get the groceries. This isn't xbox, and our battery life is limited. You have something that could be great. Take some tips from the &quot;jet car stunt&quot; game...keep it simple. We just want to zoom and race and speed and jump and explode over and over again until our batteries reach 20%.",0,1,1,0,0,1,0
"Fun game, but it kills battery life in my iPhone 5.",0,0,1,0,0,0,0
"I like this app, but it uses so much battery life. I have to keep my iPad plugged in all night in order for it to actually work all night.  I like the fact that it tracks my sleep, and plays music to go to sleep and wake up.",0,1,1,0,0,0,0
I use this app every night to track my sleeping. I have no issues with the iPad getting hot or using the battery as others have reviewed. I just close the cover and all is well - the app works and probably uses about 10% of the battery life running overnight. This is a solid app and I enjoy having the stats on my sleeping habits.,0,1,1,0,0,0,0
It works like it claims. Really kills battery life though. I can leave the iPad on the charger all night and it will only be around 80 to 85% charged.,0,0,1,0,0,0,0
"It is great, but this one thing that annoys me is when you're watching a video in the wide screen, the bar that says iPod, the time and battery life is still present, cutting off the upper part of the video. Is this only with my fifth gen. iPod, or is it with other gens too?",0,1,0,0,0,0,0
I've been playing this for about 3 hours and haven't had any problems. The graphics are great. I do notice that my battery life goes down really quick when playing this game. My software is still 6.0 so that could be the reason why I'm not having any problems. Now I'm just waiting for San Andreas. Well done Rockstar. I started the paramedic missions and got to level 10 before I had to shut down do to battery life and my battery life was full when I started the paramedic missions. The good news is I didn't have a single crash. I'm using 6.0 on iPhone 5,1,1,1,0,0,0,0
"[iPhone 5]<br/><br/>- graphics and gameplay are smooth<br/>- but sound cuts out sometimes (radio stations become unavailable)<br/>- touch is not sensitive enough onscreen (wont register button presses)<br/>- battery life is horrible but that's fine, but I want better textures because of it, please give that to i5 users<br/><br/>Great game",0,1,1,0,0,0,0
Absolutely decimates battery life and horrible rain effects. Pulls you right out of the game,0,1,1,0,0,0,0
Real fun !game takes up WAY too much battery life tho,0,0,1,0,0,0,0
"Other than my battery life, this game is the business!",0,0,1,0,0,0,0
"The software seems to work. how ever I just started using it, and this is my first time a wrote a review. what I don't like is my battery life is being drained, similar to having Bluetooth activated all the time. this could be just a setting issue. but here you go, it is just a start. will post as I learn more.",0,0,1,0,0,0,0
"I have no real issues with the app. It appears to do what it's supposed to, so no complaints about that.<br/>It does seem to slow down browsing a little and I've noticed that my battery life  seems to deplete a little faster since I've been using it.<br/>One thing I noticed (and this is why it gets only 3 stars) is that you can't turn it off. I've tried turning it off in my phone settings and within the app itself, but every time it just turns back on.<br/>I appreciate the safety aspect of secure browsing all the time, but sometimes I don't necessarily need it and would like to turn it off. (Especially if it's slowing down other apps or eating up my battery power in the meantime).<br/>Otherwise, it doesn't seem to be a bad way to add a little extra security to your phone browsing.",0,1,1,1,0,0,0
"It takes forever to browse, increase battery life and it doesn't work or do its job. GONE.",0,0,1,0,0,0,0
I need a phone with a longer battery life! :),0,0,1,0,0,0,0
Seems to drain battery life out of my devices,0,0,1,0,0,0,0
"It's fun, but make sure you're battery is charged... All the animation drains battery life.",0,0,1,0,0,0,0
This isa great game overall! Hogs battery life though :),0,0,1,0,0,0,0
Fun... Advertisements take too long and uses too much battery life. Will be limiting usage.,0,1,1,0,0,0,0
Addicting and fun but it does kill battery life.,0,0,1,0,0,0,0
Fun app but destroys battery life.,0,0,1,0,0,0,0
Great game. Really enjoy playing. A little hard on the battery life.,0,0,1,0,0,0,0
With the newest update the battery life of my iPhone has been cut in half.,0,0,1,0,0,0,0
It's neat but its stupid how it stops recording when the 20% battery life alert comes up and does not save the recording,0,1,1,0,0,0,0
"I installed the app this morning, and within an hour of doing so my battery went from full to red. I tried force-quitting the app and rebooting, but the battery drain was still there. I deleted the app almost an hour ago, and the battery drain appears to have disappeared with it. In an emergency, my battery life would be even more precious—there's no way I'd use an app that drains my battery that quickly even when it's not running.",0,0,1,0,0,0,0
"Good reviews are liars and don't even explain why it is &quot;good.&quot; They must be DeNa employees; or paying people to lie.<br/>This game has no music, probably because the company is too cheap to pay for copyrights. <br/>The game is a snooze fest. You click advance until you run out of energy and you can use potions or hi potions to refill. Unfortunately, those things are limited daily usage. If you fight bosses, you have to wait to recharge and miss out on more items. You can use items to refill, but those are also limited unless you pay real money. Also, chocobos are so pointless. The ones that are not yellow give you decent items, but that's only if you buy these carrots that don't even increase your chances of a good ability or weapon. The company is just milking you. Forming a party is pointless because the main objective is to pray if you get a decent brigade. Most times you are stuck in an inactive brigade. Parties are only there for show. Don't waste your money or battery life with this crap. <br/>Oh, and events are over so it is even more boring.",0,1,1,0,1,0,0
Haven't been able to stop playing this since I downloaded it! If you're a Final Fantasy fan you should seriously get this game!! It's amazing and I have to charge my phone at least twice a day because I keep wearing my battery life out by playing so much!,0,1,1,0,0,0,0
"This is my first time ever playing a FF game. I sure took a risk getting this game, but I must say it has gotten me addicted to playing the rest of the series! Furthermore, this is a great port to the iPhone 5! Very convenient for me to have on the go, and not too bad on my battery life. I am strongly hoping for a FFVI port to the iOS! Let's see it, Square Enix!",0,1,1,0,0,0,0
"I've had this game for a few weeks on my iPad 3, and it has been really fun. Doesn't seem to drink battery life. The one issue is that it sometimes crashes at random moments.",1,0,1,0,0,0,0
"This is the FF I have been anxiously waiting to come to iOS and it didn't disappoint! Only two minor complaints:<br/><br/>1. While the revamped graphics and game videos are an absolute treat, I would have prefferred the option to play the game in classic mode.<br/><br/>2. This game is a real hog on battery life. I suspect its because of the game videos. There needs to be a way to shut thse off or at the very least retool the game to fix the issue.",0,1,1,0,0,0,0
Fun game but it kills your battery life. Everytime I play a round my battery drops about 10 percent,0,0,1,0,0,0,0
Fun game.  Uses up a lot of battery life tho.,0,0,1,0,0,0,0
"A phenomenal game that should cost money but doesn't. Remarkable game with awesome controls, planes and maps. Does drain battery life so don't use on car trips.",0,1,1,0,1,0,0
It's a pretty fun game to play when you're bored. Takes a lot of battery life but fun,0,0,1,0,0,0,0
"Addicting, hard, fun. Worth the $.99. Controls take some time, but you find what works for you. Designers could keep the battery life in my phone by reducing the screen animation.",0,0,1,0,0,1,0
Very fun and addicting. Not a huge drain on battery life either.,0,0,1,0,0,0,0
"My one complaint is that it shortens battery life.  I enjoy the flexibility of this app; the choices of lenses, films and, to a lesser extent, frames.  In addition to the virtual hardware changes, the ability to adjust various settings makes this app live up to its name.",0,1,1,0,0,0,0
This is app is really cool but the only problem is it drains battery life like crazy and needs to support 1080p in film mode. And there's not enough filters and options.,0,1,1,0,0,0,0
I just keep playing and playing I love it i burn all my battery life,0,0,1,0,0,0,0
Get this app!!!! It would be better if you added the $20 mode!! Also make it where theres battery life,0,0,1,0,1,0,0
"I like the game. Better than the first, but is caused battery issues with me phone. Suddenly once I downloaded the game my phone stared burning through the battery. Took only 6 hours to drain a fully charged battery. Deleted app and battery life is back to normal",0,0,1,0,0,0,0
"I like it a lot. It's a new experience with all of the things we loved about temple run, plus lots of new things! <br/><br/>My only beef would have to be the updated graphics (which look awesome by the way) drain my battery life quicker. That aside this game rocks!",0,1,1,0,0,0,0
"It's great much better than the first one , but it KILLLLSS your battery life asap.",0,0,1,0,0,0,0
"Fantastic graphics, and I saw a comment that said battery drainer.  If you 8 hours of battery life on an iPod touch 5th gen or iPhone 5 who cares.",0,1,1,0,0,0,0
This is a five-star game...if your iPhone is plugged into a charger.<br/><br/>I have to give it a 3-star rating bc the battery life when playing goes down the tubes. <br/><br/>Dev's - please fix!,0,0,1,0,0,0,0
Really fun game that makes me lose battery life. :),0,0,1,0,0,0,0
"While the hypnosis part is fine, the app has issues. For one thing, if the audio is telling you to close your eyes, why is the display on?  Furthermore, as previously stated, the app does not allow the phone to shutdown, which leaves the display on and your battery life shortened. These are not huge programming issues, but you a user, it is big.",0,1,1,0,0,0,0
"Awesome, I absolutely love it! So realistic and what not. Keeps me entertained for hours! The only disadvantage is that when you play it, it drains your battery life VERY quickly. But other then that, everything is awesome! A suggestion though is that the game could have two modes. A freestyle(which would be what you do on the game now), and a Challenge mode(or something of the sort) where a customer will come in describing what they want done to their hair. Then, you try to do your best to make their hair like that. You would then get points or something depending on how well you did! Great idea? Keep suggesting it! Plz make this happen!! :D",0,1,1,0,0,1,0
Won't load and consumes battery life while it hangs. Deleting.,1,0,1,0,0,0,0
"Most of the complains I see on the reviews seem to be related to lack of understanding of what a VPN service is. If you are interested on installing this app, make sure you read carefully how it works and what it offers so there are no disappointments. For me, it does exactly what I was expecting:<br/><br/>I started the trial today and so far so good. I was able to browse and get my email on a protected wi-fi where I know email is blocked. This is functional for me. Data compression seems to be effective too. I think my battery life is shorter, but it is reasonable: I can turn it on/off as needed to deal with this. Worked OK on wi-fi and 4G/LTE. <br/><br/>I was able to turn it off without uninstalling and without problems.  After you open the app and turn it off, you have to follow the screens and &quot;click&quot; on the options you get until the browser shows: &quot;go back to app&quot;... Then Success, VPN off and profile still available to enable it when I want to. <br/>:)",0,1,1,1,0,0,0
Everything has been said about the battery life issues but my suggestion is to also use a different alert tone. If I'm walking around I don't know if I'm getting a field trip alert or a text message. Like it so far otherwise!,0,0,1,0,0,1,0
"This is a great app for travelers like me. This will be a lot of fun on vacation. Can't wait to use it. <br/>I don't understand the complaints about battery life. If people just read the help section in the app it says to turn notifications off if that is an issue, see a simple fix already in the app!",0,1,1,0,0,0,0
Not a bad game. Fun! eats battery life so be prepared,0,0,1,0,0,0,0
"What a wonder way to use your battery life, I would rather play this game than any other game I have on my iPod :D",0,0,1,0,0,0,0
I fell asleep for 5 hours with the app on and woke up to more than 85% battery life. Doesn't drain battery lol,0,0,1,0,0,0,0
"Keeps track of your full charges to help prolong battery life, plus other good tips.",0,0,1,0,0,0,0
"I don't understand why so many reviewers have the problems that they do. This is a great app for the iPad that gives good notice when the new issue is ready, has a layout and format that make it very easy to search and read the magazine, and can be read off line. (Clicking on the icon leads to the store by default and that cannot be accessed off line but the magazines can be read off line.) <br/>Because the magazine is nearly 200 MB in size, if you have a slow internet service, it will take a long time to load an issue.<br/>It is very easy to archive issues and to download them again as needed. <br/><br/>Are these negative reviewers using an iPad or a very poor internet service?",0,1,0,1,0,0,0
"This app has not downloaded issues in the background for several months now. TheNewYorker has had an extremely long time to make this work, and seems to continually fail to do so. There's honestly no excuse for such a prominent publisher to maintain such a poorly designed and unreliable iOS app.",0,1,0,1,0,0,0
I'm a long time great fan of this magazine but the iPad version has never worked for me.  It opens and then immediately crashes every time.  This is a disappointing waste of time and effort.,1,1,0,1,0,0,0
"I have been a long time print subscriber, and have been using the iPad version for a year now. There are a few fatal flaws in this app, I assumed they would get fixed at some point but they haven't.<br/><br/>First, you can't download the issues in the background. In fact, you can't even walk away while while it downloads. If the iPad goes to sleep, the download pauses. Sometimes it has to start over again from scratch. I get to stare at a download progress bar for at east five minutes each week.<br/><br/>Second, someone needs to look at the basic interface- it always tells me to subscribe, even though I am subscribed and I'm logged in. Simple simple fix, but the programmers obviously don't care enough to check their work.<br/><br/>Third, I agree with other reviews here, the audio interface needs to remember where you left off.<br/><br/>There are a host of other annoying little details that need to be finished and addressed. I expect more from the people who own Wired.",0,1,0,1,0,1,0
"This app has worked in various versions since its launch. There have always been minor bugs (such as with the screen orientation) but the current version is worthless. As a (long time) print subscriber, I can log in but am unable to view issues without an in app purchase (they should be free with the subscription), and the store page crashes the app every time. The feedback form doesn't even work correctly. It's baffling how this software was even released. I would give it zero stars if I could. Hopefully, there will be a new version to address the issues keeping the app from the most basic and fundamental functionality.",1,1,0,0,0,0,0
"The app is fussy--one can only preview the table of contents of an issue in the Store, which takes forever to load and sometimes crashes. You should be able to preview an issue in the Library so you don't have to wait the very long time for an issue to download. And god help you if you are looking for a particular article but can't recall the specific issue as there is no search capability.",1,1,0,1,0,1,0
I'm a long time print subscriber with an online access account. Log in info doesn't work with this app. So app is worthless to me.,0,0,0,1,0,0,0
"I can no longer open the magazine. If I delete and try to reinstall it, I will lose all my issues. I am a long time print subscriber. I really miss not being able to access it on the iPad. Why can't I open it now?",1,0,0,1,0,0,0
"Obviously content is 5 star. But the app is bad; gigantic static files that take a long time to download, you can't do anything else while they download, and the typeface looks terrible on the retina screen. The website is far better.<br/><br/>Update:  Retina update looks excellent. Also download method Is much improved, I could start reading new issue right away.  Thanks for a great update.",0,1,0,1,0,0,0
"I love the New Yorker, but they approach their iPad app pretty much the way you'd expect a bunch of dead-tree professionals who are still wrapping their heads around this whole &quot;tablet&quot; thing to. As others mentioned, they have made the inane decision to basically publish each issue as a massive image. As a result, as others have mentioned, each issue is massive -- like, 200 mb. Which makes it impractical to download over a 3G connection while traveling, and even over wifi it takes a good long time to download (and of course, the download can't work in the background while the app is closed, so you need to sit there with the app open for like 5 mins each time).<br/><br/>Secondly, because everything's an image, the text quality is terrible on the new iPad.<br/><br/>Hopefully they will fix this by rebuilding the app and publishing issues in HTML, which will fix both these problems (god forbid let's hope they don't fix this by just increasing the resolution on the image files... Hello 500MB / issue)",0,1,0,1,0,1,0
"This review addresses the iPad format of the magazine, not the magazine content, which is unquestionably 5-star. <br/><br/>It is a shame that Conde Nast has chosen to publish their magazines, including the New Yorker, so poorly for the iPad. The magazine essentially consists of several large images, which means:<br/>- Each issue is a massive file that takes a long time to download, even on WiFi<br/>- Most of the magazine is a typographical nightmare and looks terrible on the new retina display<br/>- Most of the text is not selectable. (Presumably, this is intend to make it more difficult to copy and share articles.)<br/><br/>This is a very backwards approach to the iPad. I look forward to the day when Conde Nast comes to its senses and publishes an iPad version that lives up to the quality of the New Yorker.",0,1,0,1,0,1,0
I can not escape the sign-in loop!  Help! I'm trapped and can't get out.....I am a long time NY subscriber.....guess I'll wait for the mail....,1,0,0,0,0,0,0
"I am a long time reader of the magazine and this iPad version is fabulous.  It's perfectly intuitive, easy to read and easy to go back to the archives.  One would wish all magazine's digital versions were this well thought out.",0,1,0,0,0,0,0
Takes a painfully long time to download and pauses if you put it in the background.  Faster to just grab the print edition.  Very disappointing.,0,0,0,1,0,0,0
"Downloads take a long time and stop if you leave the page or whenever the iPad goes to sleep.  If this happens, when you try to download again you start from scratch (none of the partially downloaded file is saved).  It's extremely inconvenient.",0,0,0,1,0,0,0
"A long time print subscriber, I love the New Yorker. All the features of the print edition are here. I even get to read it before the print edition comes. Despite what some have said, there is an index. There is also a way to view all the cartoons without leafing through the whole issue. <br/><br/>That said, it is overly complex to link to your print edition and crashes far too often. Others have shown it is not this hard to provide digital access to periodicals. Work is needed to fix the technical parts of this app. It then gets 5 stars from me.",1,1,0,0,0,0,0
This is a fabulous way to read the magazine but I have had to delete and re-install several times because it crashes when I try to access the latest issue. They should fix this bug. <br/>I also don't think the &quot;home page&quot; is particularly user friendly. It took me a long time to figure out that I didn't have to do anything in the large rectangle at the top of the screen after I had initially set up the app.<br/>Needs work but ultimately worth the effort.,1,1,0,0,0,0,0
"...after downloading a few issues, the app consistently crashes soon after opening (on my ipad 2). So at the present time it's not usable. Perhaps rebooting the ipad will help. Also (when the app worked) it required a long time to download issues (by comparison, The Economist is many times faster to download issues containing many more pages of data). So, until it's fixed I'll have to give this app a relatively low rating. On a more positive note, it was easy to verify the mobile version using our print subscription info, and I do like the way the cartoons are presented!",1,1,0,1,0,0,0
"As a long time subscriber, I find the New Yorker's policy very disappointing.",0,0,0,0,0,0,1
"As another long time subscriber to the print version, this e-pricing model is fabulous.  No thanks!!",0,0,0,0,0,0,1
I just renewed my subscription for two years and now find out I have no access to the magazine on my iPad. It makes me want to cancel it all together. Thats a great way to alienate long time readers.,0,1,0,1,0,0,0
"Why can I receive the digital edition on my computer but have to pay individually yet for each magazine for my iPad?  As a long time subscriber, a traveler, a reader, that this just needs to be a nominal fee app for the iPad and then we get each issue.  What a disappointment!",0,1,0,0,1,0,0
So my long time print subscription just ran out.  I did not renew and I'm not going to until this app situation is fixed.  Let's ALL cancel our New Yorker print subscriptions now!  Boycott New Yorker and Apple!   Think Cairo!,0,0,0,0,0,0,1
We've been subscribers for a long time. I look forward to TNY joining the rest of us in the 21st century.,0,0,0,0,0,0,1
"I have been waiting for this app a long time, but no way in he'll I'm going to pay $4.99 per issue! How about using the same model you guys use for the Kindle? A modest fee for monthly downloads. C'mon, will you please finally enter the 21st century?",0,0,0,0,1,0,0
"As others have already stated, the idea of, as a long time subscriber, having to pay an additional $5 per issue is galling.  I wanted so much to love this app, but unless the pricing is revised, I won't be using it.",0,0,0,0,1,0,0
"I have been a long time subscriber to The New Yorker and absolutely love the magazine. I actually e-mailed the publication months ago inquiring about an iPad edition. They have finally delivered but what a major disappointment. I would love to be able to read the magazine on my iPad but I have absolutely no desire to pay newstand prices to do so. After all, I can still read THE MAGAZINE for the subscription price as I have always done. It makes no sense to charge readers twice for what they already have paid for. I can see a nominal charge for magazine subscribers but not virtually the list price of the magazine. Good luck, New Yorker!",0,0,0,0,1,0,0
"A long time and long term subscriber, I was very pleased about the prospect of having this New Yorker iPad app.  However, then I discovered what many others have pointed out here--- that you have to pay $4.99 to view a new issue. I can already do that on-line on my iPad  through the digital edition.  What's the point of this then for subscribers?  Have already deleted it.",0,0,0,0,1,0,0
bunch of categorized positions keeps this app useful for a long time!,0,1,0,0,0,0,0
Me love you long time,0,0,0,0,0,0,1
Pig rush is a fun game but there's consequences for loving the game. It takes a really long time is you wanna play with another player. Sometimes the other player freezes and you can't get off of the screen you're on. There are also some other problems.,0,1,0,0,0,0,0
Great game! Lots of fun and keeps me occupied for a long time!,0,0,0,0,0,0,1
"I have had pig rush for a long time. I have purchased the polar bear rush, the Halloween rush, the reindeer rush. It won't work, won't even load. Now there is an update but it's not compatible with my iPod?? Really? Why would you make a game that I can play on my generation iPod but then update it toa higher version? I want all my money back",1,0,1,0,0,0,0
"I LOVE this game but every time I open it, it crashes. It also takes a really long time to load.",1,0,0,1,0,0,0
"This game is awesome!  I garantee that you will never get bored with this game!<br/><br/>There is one thing that should be fixed: a long time ago, some of the themes costed money to unlock while others were free. Now, after the wonderful update, you can not tell if some themes cost money or if they are all free. When you click on a theme, there should be details that pop up and at the bottom you can hit either back or play if its unlocked. <br/>Other than that, i recommend this game to anyone ages 8 or older! :)<br/>Thanks ReignDesign!",0,1,0,1,0,1,0
"This has not been updated in a long time. I would give a 5 star if it got updated to support the iPhone 5 and iOS 6. I used use to read this app before and it was nice when everything worked. If they are not going to update it, they should just pull it. Makes Nikon look bad.",0,0,1,1,0,0,0
"I am a long time user of VNC, and used to use another free VNC app, but this one is better in every way. I didn't expect it to even work on the good old EDGE network, but it runs fast and is VERY responsive and intuitive. I think they've nailed the mouse usage - I like the offset touch mouse, and the option to be able to right click, middle click, and even scroll! It's very stable, and FAR more usable than any other iPhone vnc client Ive seen. Great job done with this app. Definitely worth the sticker price.",0,1,0,1,1,0,0
"I have  used the PC product for a long time on both PC and Unix based systems.  I recently installed the app on my iPad and I have had no problem connecting to my Unix PC and Windows Laptop.<br/>Lack of audio/video streaming between client and server is definitely a negative, but overall the product performs really well and I haven't had any issues with the product and/or the app crashing. I have helped family and friends install the free version and it was really easy also. I haven't seen a product that works as well for the price and the annual maintenance upgrades on the servers are very reasonable.",1,1,0,1,1,1,0
"Absolutely great app. I've had it a long time and the developer has always made great enhancements. My Mac Mini is hooked up to my main entertainment monitor and I use this app to access it while others are viewing something on cable, etc. also handy when I'm in my easy chair and don't want to peer across the room at the big screen. The controls are intuitive and very easy to get use to.",0,1,0,0,0,0,0
"Yes, there's dozens of these apps, many free, many less expensive, some more expensive, and some that are worthless. Simple fact is though, this does it all (read &quot;everything&quot;) right. Even with the limited screen space on the iPhone, it's just so simple and intuitive to get around the host and do what you need to do. The mouse and keyboard interfaces are near perfect. And on the iPad the whole thing is even better. RealVNC has been doing VNC for a really long time, and their experience and knowledge shows here. You just won't do better than this app at any price. Period.",0,1,0,0,1,0,0
"Great app, will be using it for a long time.",0,0,0,0,0,0,1
"The free edition of the VNC server allows you to connect to windows 7 or vista. There's no need to purchase the full version unless you want added functionality, encryption and such. I've also tried it on a friend's Mac. I tried different shortcuts using the command key to open, save, and even exit programs without any problem at all. It's very easy to inadvertenly click outside the focus area when scrolling around your desktop space that has been reduced by 20 times! Make sure you're on the right window when using shortcuts! As a long time user of the desktop version, I feel this app works well and as described.<br/>It's weird seeing my desktop on this tiny screen from thousands of miles away. I guess it's time to get an ipad! :-) Well done RealVNC!",0,1,0,0,0,0,0
Can not access farmville express after using for a long time. Also used to be able to work farm and several months ago can not do that either,0,0,0,1,0,0,0
It was working fine a long time ago but I have 130+ crops and it won't load any of them! I am very disappointed because I need to harvest on the go and still cant even with this app:( <br/>I am looking forward to an update Zynga!!!,1,0,0,0,0,0,0
It works for me but takes along time to load my neighbors farm,0,0,0,1,0,0,0
"Keeps crashing all the time.. It's been like this since like bout 2yrs now if my memory is good.. Deleted this app long time ago since it doesn't work, tried this time but it's still not fixed? Wow!",1,0,0,0,0,0,0
Goes for a long time working fine than the loading issues start again!  There are too many thing that you can't do in this game that you can in the computer game that make it not worth playing! <br/>Not a good substitute for the computer game...needs lots of work!!,1,1,0,1,0,0,0
I have a lot of things that have been loading for along time and it's really annoying. Someone needs to fix this and soon.!!!!!,0,0,0,1,0,0,0
I haven't been able to get FarmVille to load for a long time. I didn't spend my time getting my score to have my crops all die every time I plant them. This is very frustrating. I suppose I'll find something else to play. It won't be FarmVille.,1,1,0,0,0,0,0
Cannot play.  Crashes and now will not load.  I live on my iPad and play FarmVille 98 percent on it.  Very disappointed.  Have played for a vey long time without any trouble until now.  If you can't fix the problem let it be known so I won't keep trying.,1,0,0,1,0,0,0
"As the title says... this is the best camera app you can buy with a $0.99. <br/>I'm very proud of this app. Also happy that, the annoying bug was fixed with the new update!<br/><br/>[UPDATE] <br/>Two reasons why I bought this app long time ago. First of all, the description of the new update always makes me laugh! Second, the experience of having this app just blows me away. This is a very amazing app!",1,1,0,0,1,0,0
"I bought this app a long time ago but deleted it from my phone because I felt the interface was too cluttered and the app was unstable. When I upgraded my iPhone 4S to iOS 7, I saw that this app had been updated as well. I have been using it over the weekend and haven't had any problems with it. I did get the black screen at first but then it asked me if it could use my location. Maybe those that are having this problem have location services disabled?",1,1,0,0,0,0,0
"I've used this app for a long time and its always worked fine, till today. Edited photos do not load into the iOS camera roll and just crashes. Hope this gets fixed soon.",1,0,0,0,0,0,0
"Being a long time user of this app, I absolutely love it. Therefore I wouldn't want to see a good app go to waste. The app keeps crashing everytime I open it. I can barely even use it anymore for any of the new pics I take ",1,0,0,0,0,0,0
"Ive had this app from a long time, but ever since yesterday the app is constantly crashing. I open it and it crashes. After some tries I manage to edit a picture but every time I save it. It crashes. Ive tried many times and it continue to happened. Ive just deleted and downloaded it again and it continues to crash when I'm in the process of saving my picture. Please help.",1,0,0,0,0,0,0
"I've been a long time user of camera+ and have always preferred it to the built in camera, but I think it's about time you include a video recording feature, no? C'mon I know you can bring that stabilizer and exposure in to make an amazing video recorder. Once that's added this app will be perfect.",0,0,0,0,1,0,0
The best camera app just got better. I've been using Camera+ as my main picture taking and editing apps once it was released a long time ago. <br/>I bought the new Hollywood effects and have already used them. Love that I can layer effects too. <br/>I will continue using this app even when IOS 7 is released. <br/>I guess my only minor complaint is the lack of Panorama mode.,0,1,0,0,0,1,0
Really like the features especially the editing.  I have been using it for a long time. Especially the editing features. Thanks!,0,1,0,0,0,0,0
"I've played all the other dual stick shooters out there, and let's just get to the point: Meteor Blitz is simply the best of the bunch! Amazing graphics, virtually no load times, intense action, and super smooth framerates. I'll be playing this one for a long time!!",0,1,0,0,0,0,0
"I have not loved a game of any kind as much as this one in a very long time. Beautiful, elaborate, innovative, very stable, PERFECT CONTROLS/INTERFACE!!! The only suggestion I would have would be to have an index built in to describe the different opponents, powers, and worlds once unlocked. This game already has so much to offer and a lot of intense addictive gameplay, but it would outshine impossibly more if it had a story mode. Arcade mode already feels like story mode, but you know what I mean. THIS GAME ABSOLUTELY ROCKS!!!",0,1,0,0,0,1,0
"Works great. I had no problems setting up or connecting. I had been waiting for a RealVNC app for a long time! Very fast, actually amazingly fast... even over 3G!",0,0,0,1,0,0,0
"Bought this app cause I like to play farm games. It was working fine till I updated the last upgrade. It takes a really long time to upload on my iPhone &amp; I can't do much on my farm except harvest, plow, &amp; replant crops....please fix so I can enjoy this game again!!!!",1,0,0,1,0,0,0
"The game when only played on an ipad is hard. I cant use my gift boxes, and a lot of my inventory.  I cant use the water feature to grow my samplings. And it takes a really long time for things to load (if they load at all). Im unable to do anything with my winery, bakery or add animals into pens or trees to orchards.<br/>I like that i can harvest my trees, and it is a lot better with the updates, with harvesting and replanting. I know the game will get there though :)",0,1,0,1,0,0,0
Since I clicked the update to include island on my IPad  it will not load. How long has it been ?....a long time :-/ You have not fixed the problem. I have been waiting patiently.  Crops have withered and money that I have used to buy FV cash waisted. You can take Island off if it would help....just fix the problem!!!!,1,1,0,0,0,0,0
