Body,BugsCrashes,Experience,Hardware,Performance,Pricing,Suggestion,None
"I gave this 5 stars previously but since the last update they took away the ability to manually organize your list!  WHY WOULD YOU TAKE A FEATURE AWAY! I don't want to have to &quot;search&quot; for the computers I want to put them in order MY WAY - not YOUR WAY!  PLEASE GIVE US BACK THE ABILITY TO MANUALLY RE-ORDER OUR LISTS!<br/><br/>(Previously) I am a teacher and I use this in my TechApps class and it works phenomonally well, and it was easy to set up. I especially enjoy the thumbnail view with the new update (I just wish the thumbs would auto refresh every 5 seconds or so instead of showing the image from your last login.) The crazy thing is, I can't seem to get it to work on my home network with less security...go figure?!?!",1,1,0,0,0,1,0
I think the bonus should be more than 100.00 cuz I like playing but run out money or get bonus sooner love game though,0,0,0,0,1,0,0
Kids love game. I have to sneak and play sometimes to.,0,0,0,0,0,0,1
"You should be able to play fully and do everything you want to do (and need to do in order to advance in the game) for free. I don't mind having to wait overnight for my money to build up, but I sure don't want to pay my real money for anything on this game.",0,0,0,0,1,0,0
"I love games like this, I've been playing them since the early days of Myst. This game is not hard, but there are elements that are almost made me put it down. There is an internal timer of sorts that, while an excellent tie to a life/death situation in real life, shouldn't be such a pain in the game (trying to limit the spoilers here).  Why bother solving the related puzzles if success doesn't rid you of it? And the recharge puzzle was ridiculously tedious, I wasted more trying than I got for success. After a while, I just gave up and dealt with the consequences (again, why the consequence if you can play through it?). Some of the puzzles were really clever, others were pointless (other than to have another puzzle to solve?). All in, not disappointed in paying for the chapter, but the game play could use some tuning.",0,1,0,0,1,0,0
"This game is incredible. Totally original, totally charming, totally fun. Major kudos to the creator. I love games tht ate the product of one visionary. Viva!",0,0,0,0,0,0,1
I love game of FarmVille!,0,0,0,0,0,0,1
Pretty good app. Got all of them unlocked just wish could turn off the music. It's so annoying. I know I can just lower volume or turn off ringer but what if i forget to change it back and miss some calls. So all I ask is make an update where you can turn volume off for app,0,0,0,0,0,1,0
Great game! I love games like this keep making new ones! Fun fun fun!,0,0,0,0,0,0,1
"When you first start off in the game you will think that the game is pretty fun.  After you keep playing it for the first few levels, you'll realize that this game is insanely repetative. They are constantly trying to get you to buy &quot;cash&quot; with real money by giving you very little of it in the game.  This makes it hard to upgrade your weapons. It also deprives you of health and ammo when you need it most.  Don't bother with this one.",0,0,0,0,1,0,0
I just wish this game was easier! It's pretty fun though. It doesn't crash for me.,0,0,0,0,0,1,0
"Am in Love with this game, I just wish there were more thing to get to on the iPad 2, this game got me saving for a computer. I just love it. I got thirty neighbor. Thank you so much.",0,0,0,0,0,1,0
I remember this as being a great game UNTIL they started charging real $$$ for everything.  Gold coins are almost worthless after a certain point.  90% of the stuff in the Market costs real money and the stuff you can buy with in-game money is accessed only after pages and pages of cash-only stuff.  The greed factor in this game is a little high for me.,0,0,0,0,1,0,0
"Now I'm no expert but I can tell when a game has potential.<br/><br/>Music: Repetitive, boring, a bit annoying. 3/5<br/>Gameplay: No plot or storyline, just passing through Day stages: repetitive, but still fun if you're into the endless stages type of game (which I'm not). However, the weapons are nice, and you have a wide variety of good looking weapons and characters that you can unlock and choose from. Also, there's co-op mode, so I'll give it four stars.  4/5<br/>Graphics: Cute and cartoonish, hence call of MINI. The graphics suit it's purpose. 5/5<br/>Overall: Nice game with greate potential. 4/5<br/><br/>Pros:<br/>-Unlike most games, you dont have to pay any REAL money. You can unlock everything with in-game cash. However, you CAN buy in-game cash for real money.<br/>-There's co-op mode. Playing with friends or people online is fun.<br/>-Overall great graphics.<br/>-Smooth gameplay.<br/><br/>Cons:<br/>-Some items are pretty expensive. Like another reviewer explained, it costs $9.99 to buy 15 seconds worth of flamethrower ammo. That's a bit crazy if you ask me.<br/>-Co-op mode needs a chat, in both the lobby and the co-op battle.<br/>-More people need to buy this game! I'm sick of waiting 15 minutes to join a co-op battle.<br/>-The music needs some… refining, please.<br/>-There's no quit option. I know that you can press Command+Q, but some other Mac users don't even know that.<br/><br/>This game has a lot of potential. I'm looking forward to seeing it progress.",0,0,0,0,1,0,0
A lot of fun.<br/>I love games that are not timed.,0,0,0,0,0,0,1
I love games that keep the mind so busy!!!,0,0,0,0,0,0,1
"As soon as I downloaded this game I was hooked! I don't always love games like these but this one is pure genius! It's fun, entertaining and just awesome! The only thing is I get stuck with having to constantly buy rings to get new students! Please help with that! Thanks!",0,1,0,0,0,0,0
Have been playing a month or so and stuck with nothing to do but spend cash. I can't go to any islands because I don't have the correct animals and can't get the animals without spending real money.  Usually Pocket Gems will provide a good game spending a few dollars here and there but this game is different.  I must now spend $20.00 to buy an animal to continue to explore maybe one or two more islands and I will be back in the same position. I get that they need to make money but let's be reasonable with the cost of playing a pretty standard game.,0,0,0,0,1,0,0
"Looks awesome! But this app is rated ages 4+, and while I am (obviously) older than four years old, this app claims that I am not eligible to have an account because of my age! If you have age requirements listed on the app's page in the app store, they better match the ones that you use to filter eligibility for an account. Couldn't you just put restrictions for kids under age 13 or whatever age an account requires? This is a game, and kids love games. It's not fair to put age requirements on GAMES. I understand that the profile thing would lead to age requirements, but since this is a game, do you think you should re-think the profile thing?<br/><br/>Sincerely,<br/>A kid who wants this awesome game.",0,1,0,0,0,1,0
"I love games that look this way, like old Zelda games :) it's fun!",0,0,0,0,0,0,1
Game is pretty fun so far. I love games like this,0,0,0,0,0,0,1
"I love games that you play, &amp; win, by using brain power, not violence. This is a great game!!",0,0,0,0,0,0,1
"love game, but tired of the dig sites, can not get the pieces i need,  gives me pieces i've already completed, the cost for up-grades is high, why bother going back to other area's as match/sell do not call for any of the old pieces.",0,0,0,0,1,0,0
"Only able to do the basics with this app.  I wouldn't expect to be able to do all of the seasonal things but feel that they should update it so the more permanent things like the feed trough, bakery, and pig pens should be able to be used.  Good for the basics, just wish that we could do more.",0,0,0,0,0,1,0
I love games like this.,0,0,0,0,0,0,1
I love games like the always good,0,0,0,0,0,0,1
This could be the best game of the year but it requires excessive amounts of gems to proceed eg 200 gems to fix a bridge to rescue an animal when u can only find 5 gems in a crate and one if you use all your food to scavenge. Another hold up is most of the animals are feed specially baked treats which take hours to bake. So to play this game and make progress they want you to spend real money. Would have made more sence to charge $1.99,0,0,0,0,1,0,0
"I LOVE Farmville and I'm an addict. I love that iPhone has an app, just wish my spa would work on the phone. That's the reason for 4 stars.",0,0,1,0,0,1,0
I think this is a great game it is very amusing and I can barely put it down and it is related to the movie I love games like this cause of the puzzles it makes you think. I am not a nerd I just love games like this!,0,0,0,0,0,0,1
This is by far the best app for filters I've come across. I just wish they would add more borders! Another thing that would make this app perfect is if you could adjust the intensity/opacity of the scenes the way you can do to the filter effects.,0,0,0,0,0,1,0
"This app is great, it's so simple and easy to read I just wish that I could do multiple calendars... But A++++++ overall",0,0,0,0,0,1,0
I'm completely hooked! I just wish we could unlock mummy and ninja pig without having to buy them... :),0,0,0,0,1,1,0
I'm addicted to farmville.  I just wish that u could do all the quest on the mobile version.  They need to have all seeds on the mobile also.,0,0,0,0,0,1,0
"This is the slowest game EVER to load. I hardly go on Farmville, only once every few days to harvest my animals, so I figured I could get readdicted to it on the thing I use most. I was wrong. And what's with the dogs costing 65 cash?! That's stupid!! Some people spend real money on this GAME?? What do you think cave men did?! I relized a long time ago that Farmville is not as pleasing as one may seem.",0,0,0,1,1,0,0
Love it. Better than instagram.! I just wish you could put the captions anywhere on the picture and emotions in captions.,0,0,0,0,0,1,0
I just wish we could do everything on iPhone that u can on the computer.,0,0,0,0,0,1,0
I love this app. I just wish it could do crafting.,0,0,0,0,0,1,0
"I love games that are fun but make you think. This game is both. Simple in concept, but as you progress in the game it gets considerably more difficult. I have found that this game is bad in the sense that you don't get anything else done because you are always playing. Very addictive. 5 stars for sure.",0,0,0,0,0,0,1
"Love the game kinda like farmville by Zynga, but I think its more fun of course you have to pay real money to get things just like in any other game. It crashes sometimes which is a bit frustrating. If you use the iPhone/iPad app which links all accounts. You can earn magic beans which is the currency by watching movies for other apps it happens now and again. Also you can earn them by compleating offers some are free some you have to apply for things.",1,0,0,0,1,0,0
"This game is great I love games like these, download!!",0,0,0,0,0,0,1
"I really love the app!!! I just wish they would figure out how to merge the facebook app so we can get the free stuff from people profiles when we click on there walls, that would be super!!!",0,0,0,0,0,1,0
"Good app, just wish it had a red eye removal tool.  I've found that the iOS5 red eye remover is not very good and was hoping this tool would have a better one.",0,0,0,0,0,1,0
It takes good pictures and has good effects. I just wish it had a video camera.,0,0,0,0,0,1,0
I do photography as a hobby. This app is great in how much more control it gives you compared to the stock camera. I just wish it had more integration like being able to use the volume buttons to take a picture or being able to go to the camera roll from the app.,0,0,0,0,0,1,0
"I love games like this. I love to solve puzzles, but this is the first game I quit. It just got t be too frustrating. Especially the level with the bridge.",0,0,0,0,0,0,1
It's awesome.  I just wish it was faster.,0,0,0,1,0,0,0
"Not spending real money on it. Will eventually lose interest because of it, like I did FarmVille. Got tired of everything costing money.",0,0,0,0,1,0,0
"The game was fun for a while until progress came to a screeching halt unless I spent more and more real money. Most of the interesting characters, animals, etc. cost beans which you had to purchase. To progress into more advanced castles and forts required large storage for resources and of course the storage facilities could only be purchased with beans. I've spent enough so it's time to dump this game.",0,0,0,0,1,0,0
"I normally love games like this, but the puzzles to move forward were pretty annoying bc they were less thoughtful, and more based on silly mini-game type puzzles (ie bouncing a ship surround water until it hits a bunch of signs). The storyline is very creative, but the controls (especially the ever moving up and down inventory window) were so frustrating, I didn't even want to play much of it.",0,0,0,0,0,0,1
"I love games like this, and the fact that the quests include choices to make at times sells it. This is my favorite game on my phone!",0,0,0,0,0,0,1
great app! use it with 99% of my photos. just wish it posted directly to instagram,0,0,0,0,0,1,0
"In iOS4 it was troublesome and cumbersome. In iOS 5 it simply doesn't work properly. It constantly requires that you log in, over and over, and when you log back in it deletes any partially-downloaded issues. It stops downloading unless you keep the screen active by watching it and touching it every minute or two. It loses downloaded files. <br/><br/>In the library of back issues -- in which I just lost months of issues that I wanted to have accessible -- it maintains a banner that should vanish once one is signed in, because it is entirely misleading, telling you that you have to sign in when you don't, and giving other confusing messages.<br/><br/>If you are using a cellular connection you will exceed almost any data limit very quickly because you will have to download large amounts of data over and over.<br/><br/>It is very nice to read The New Yorker on an iPad. I just wish I could without the major hassles of this app.",1,0,1,0,0,1,0
I always love games with storylines. This game is so addicting from the start! I've been playing it for maybe a month now and I'm up to the filmmaker part where Mia needs to help Nishan and you need a level 4+ filmmaker. The thing is that I can't afford to buy one. :(,0,1,0,0,0,0,0
I just started the game and i love it. But i dont want to spend real money on crystals just to get an animal. Also it frustrates me when i have to wait like 6 hours to build a home when all i want to do is place a decoration. MAKE IT SO U CAN DO MORE CONSTRUCTION AT ONE TIME!!!,0,0,0,0,1,0,0
"If you love games like Temple Run, then you will love Sonic Dash.",0,0,0,0,0,0,1
"I got this app because I always get the app of the week. My problem is its not working. It just loads then kicks me off. I have an iPod 4th gen. I wish it would work because I love games that I have never heard of. I wish it would work it looks a little kidish but who cares. People are also saying its like temple run, I love temple run.",0,1,0,0,0,0,0
"While fun, this game moves too slowly for my taste. It is much like a facebook game, such as Farmville, in that you can't progress very far without actually spending real money. This game would be a lot more fun if there were more ways to earn money while playing and the money lasted longer. Other than that, a fun game that is good for wasting time.",0,0,0,0,1,0,0
I use it for work to remote in and works everytime. I like the memory for all the previous connection. I just wish it has a ping utility or search the network for pc name.,0,0,0,0,0,1,0
I love games that challenge your thinking and this the game!!,0,1,0,0,0,0,0
"Fun.....but gets expensive if you want some of the special animals, buildings, trees or to enlarge your farm. You have to use real money.",0,0,0,0,1,0,0
"I really liked the game.  I have never purchased beans, yet was been able to play almost to the top tier.  The way to get beans without paying for them is to watch 20-30 second advertisements that they offer (on the iPhone version - not available on the computer version).  They have since stopped most of the advertising, so now one cannot play very far without actually paying for &quot;beans&quot; (their version of currency).  So what's wrong with that?<br/><br/>Well, the game has many bugs.  It takes a while for them to fix the bugs, but then new ones pop up.  Its like they don't properly test the fixes.  If I pay money for &quot;beans&quot; so I can play the game, it is no longer a free game and should be held to a higher standard.  I could forgive the bugs while playing for free, but once I invest money into a game, it should be quality controlled much better than this one is.<br/><br/>They no longer have a &quot;deal of the day&quot; that allows one to purchase items at a discount - forcing people who want to advance further to buy more beans (for more real money).  All but the smallest warehouses require purchase with beans and warehouses rate needed to advance to higher levels.  So to advanced beyond the very basic start of the game, one needs the beans.  With little (or no) advertising to watch, one cannot get enough &quot;free&quot; beans to really do anything.<br/><br/>If you want to play something as a distraction for a week or so, this is a good game.  Don't get hooked on it (easy to do) because you will have no choice but to invest real money to get very far.",0,0,0,0,1,0,0
"I love this app, super cool! I just wish it has a &quot;remover&quot; of some sort.",0,0,0,0,0,1,0
Just another game that makes you put in your real money once you get to a certain level. . . Not as fun as I had hoped.,0,0,0,0,1,0,0
Love my daily journey through Farmville just wish we didn't need to share to facebook every few seconds.,0,0,0,0,0,1,0
This is what I use in place of the iPhone's built in app. I just wish it supported G+ as well.,0,0,0,0,0,1,0
"This game has potential to be a great game. Good graphics. Good concept. BUT everything costs crystals which are hard to get, price with coins is outrageous, time required to build or craft is ridiculous, and the list goes on .....<br/>Enjoy playing when I can but am deleting this game until it has been redesigned to be reasonable. I don't spend real money on these games ... EVER!!",0,1,0,0,1,0,0
I love this game I am so addicted to it.  I just wish that I could do more like breed the sheep and pigs<br/>And also the other different quests,0,0,0,0,0,1,0
Games good but a LOT of buildings and stuff require this fake money in the game thats super hard to get and you have to pay for it with real money. The game is still a fun and enjoyable game. Its also addicting but have to wait too long for many many things. Last thing some resources in the game you need to do things are way too hard to get but still good graphics and fun. [ Can't play game without wifi need wifi to play ],0,0,0,0,1,0,0
"In order to do much you have to purchase things, specifically crystals. There should be a way to trade coins or leaves for crystals. My child loves to rescue the animals and he is learning patience when it takes 5 hours to build or grow something, but I refuse to purchase things to feed into the instant gratification. I wish there was a way to encourage play without requiring the use of real money to achieve a goal.",0,0,0,0,1,0,0
"I've had lots of problems with this app. Frequent crashes, out of sync messages which undo what you have just worked on etc. Recently lost the whole farm and had to start from scratch after months of work. I just wish it was more reliable.",1,0,0,0,0,1,0
"Kosovo firt if all, I hate this game I love games an its just not goodness jejune",0,0,0,0,0,0,1
I love games like this and icon mania!!!,0,0,0,0,0,0,1
"Not a bad game; it's fun to watch your city take shape (including traffic jams). However, many of the improvements take a lot of invest points, and it takes forever to accumulate points, unless you buy them. I don't see the point of spending real money to play, so I haven't tried the in-game purchases.<br/><br/>Update: since the 1.7.5 update I haven't been able to open the game. It gets about a third of the way through loading my city, then freezes. <br/><br/>Good thing this is free…",0,0,0,0,1,0,0
"TLDR Version: Dear Developers -- Please, please, please, let me trade my city credits for investment points!!<br/><br/>Long Version: You need &quot;investment points&quot; in order to expand your territory, remove land obstacles like hills, and start certain projects.  The game's developers really want you to buy these points from their store, which I understand, but they've gone way too far in that direction.  It is nearly impossible to expand your city without shelling out $1 here, $5 there, and so on.  City credits accumulate quickly but your city ends up getting bottlenecked because of how hard it is to get investment points without paying real money for them.<br/><br/>This flaw keeps me from enjoying the game as much as I otherwise would (since SimCity is one of my favorite games, but so hard to find for the Mac) and I'll probably stop playing once the interest starts to fade or I get too frustrated from having to pay $5 every time I want to grow my city.  If the developers would make it easier to get investment points, I'd rate 5 stars and probably never stop playing while my real life goes to crap.  (Can't ... shower ... Must ... reroute ... trucks ... and ... build ... another ... park ...)<br/><br/>I'm not saying it should be as easy as earning city credits, since I would have been more than willing to pay $15 or $20 to get the game instead of going freemium.  The developers should make money off their work.  But the difficulty in acquiring investment points is set too high -- it doesn't build loyalty and to be honest it's getting pretty frustrating.<br/><br/>Why not give investment points along with energy when completing the missions, or better yet: Establish a bank where I can buy investment points with my city credits!  I have five million city credits, but nothing to do with them since I can't expand without paying more money.  Why not let me exchange two million city credits for twenty investment points?  That change alone would make this game nearly perfect, and keep me playing for a long time to come.",0,0,0,0,1,0,0
Love the farmville app just wish I had access to my winery,0,0,0,0,0,1,0
I just wish I could do a little more on my iPhone like feed my dog and little things like that other than that I love this game,0,0,1,0,0,1,0
I love that this App makes FV convenient while on the go. I just wish I could see and use all of the things in my gift box.,0,0,0,0,0,1,0
"I love this game so much!!!! I play it all the time. It gives my joy all the time but it could have load faster and let me but FarmVille bucks with real money we could buy it with our coins for 2,000. That's why I took away one star.",0,0,0,1,1,0,0
"Love this app, just wish u could feed the pigs and sheep on the iPhone.",0,0,0,0,0,1,0
I love games that put my mind to work and this one does just that,0,0,0,0,0,0,1
It is a joke to charge little kids to pay in order to advance in a game! If you do not say specifically that it is real money kids will spend the money thinking it is fake money. Although it is a great way to pass time just beware.,0,0,0,0,1,0,0
"I love this game, just wish everything didn't cost farm bucks. Even so, I could handle it if farm bucks weren't so expensive. This is just a game!! It shouldn't be matched dollar for dollar! Come on now!except for that, very enjoyable!",0,0,0,0,0,1,0
Love the graphics and the puzzles but once you get a few levels into the game everything takes hours to finish( bridges and treats) the amount of coins needed to build new homes takes days to earn or pay real money each time. The developers are either extremely greedy or are purposely trying to frustrate the customers.,0,1,0,0,1,0,0
I just wish I could do more on my iPhone with farmville. I don't always have my home computer near to take care of my farms.,0,0,0,0,0,1,0
"i love games like this.  you can take your time and set up your village, move buidling around and make it look pretty with trees and bush and stuff.   making bird poop on your friends heads and then picking up the left over poop to make stuff - hilarious.   i do wish that it came with some instructions on how to get some of the raw material to make stuff.  i haven't been able to figure it out.   i still don't know how to get more flooz<br/><br/>have been addicted for a month now.  my village looks amazing.  i wish i can live on it for real!!",0,0,0,0,0,1,0
Works great never had a problem just wish we could make wine and do our spa products from our iPhones...seems to do everything but that!!,0,0,0,0,0,1,0
love game,0,0,0,0,0,0,1
I Love this app!! i actually replaced it with my actual camera!!! I just wish it had video :(,0,0,0,0,0,1,0
Love the game just wish I had all the functions like I do on the computer,0,0,0,0,0,1,0
I love games like this,0,0,0,0,0,0,1
"Aside from the app being slow, I love it. I don't own a computer, so this is the only way I can harvest, plow, or seed my crops. But what I want to know, is when are you going to create more ways to earn farm cash other than leveling up and only getting 1dollar, I mean seriously that's just not right,and then have the nerve to charge astronomical prices to run the bioplane. You could at least let the plane run on fuel or coins since there's only 2ways to get fv cash, and one is completely not an option..I'm not spending real money for a farm that isn't even fully functional.",0,0,0,0,1,0,0
I think the game is fun at first. After about level 3 or 4 it is pretty much required to spend real money to buy fake money to buy cards. Otherwise you will not get too far in the campaign.<br/><br/>For some one new to these type of games it is a real turn off.,0,0,0,0,1,0,0
Me love game much. Fun alot-,0,0,0,0,0,0,1
"It's very fun and addicting, but everything costs so much. I don't want to spend real money on a silly computer game. I still need to put in the Big Ben because it costs 30 invest points, and I only have 7. Also, I don't like that I need to post things on Facebook and Twitter. I don't have a Twitter and I don't want one. However, other than these few flaws, it is a very good game and I love playing it.",0,0,0,0,1,0,0
I love games like this. Keep up the good work.,0,0,0,0,0,0,1
I'm a Farmville junkie and like the app. I just wish that it had all of the features of the full game like crafting buildings and breeding buildings,0,0,0,0,0,1,0
Like it but just wish could play the full version on iphone,0,0,0,0,0,1,0
"The game seems like fun at the beginning, but after you have a sizable farm things start malfunctioning. The gifts don't load, the  mastery signs don't load. You go out of Sync ALL THE TIME, and lose everything you have worked on for the last half hour. You start spending a lot of money because most of the stuff is only available with Farmville cash, which you have to buy with real money. <br/>The customer support, like &quot;Farmer Julius&quot; give you stock cut and paste answers to any technical problems you might be having, instead of fixing this buggy piece of garbage. <br/><br/>Once you get involved with this game YOU'll REGRET IT! There are a lot of really good games out there, I just wasted a lot of time and money on this one and finally I am saying ENOUGH IS ENOUGH.",1,0,0,0,1,0,0
"You have to buy investment points, power and other items with real money, and by doing this the user ends up paying too much for the game. Rather sell a game like SimCity where you can do what you please. Pay once off and that's it. Not start playing the game, and then you have to invest real money in a fake world.",0,0,0,0,1,0,0
"It is my favorite game, I just wish you didn't have to be on your Hawaii farm when you shut the app down. It never starts back up after that, fix that and it will be perfect.",1,0,0,0,0,1,0
I love FarmVille I just wish gift returns would be easier,0,0,0,0,1,0,0
I think this game is pretty close to the one on the web.  I just wish I could go to and from English countryside,0,0,0,0,0,1,0
Love the app. Very addicting. I just wish it would allow more of the things found on web version. I smell an update.,0,0,0,0,0,1,0
"I love games that challenge you. The fact that it isn't simple, where all the clues/objects are so very obvious ( right there in your face), THAT IS NOT CHALLENGING AT ALL. SO FAR I HAVEN'T BEEN  BORED, OR DISLIKED ANY OF THESE GAMES. KEEP THEM COMING!!!!!",0,0,0,0,0,0,1
"I love that I can play FarmVille on my iPhone at anytime, I just wish they would allow you to have access to your full crop menus.",0,0,0,0,0,1,0
"I just got this app and tried it out but I already love the way crops are planted and harvested with the app vs the regular game. I just wish we had access to our crafts,wine,seeds and other things.",0,0,0,0,0,1,0
"I love this game, years ago you could do a lot with no money. You could unlock different things by reaching higher levels. I would only spend real money when I wanted to expand my farm. Now, I still play but less than before because you have to keep spending money for almost everything<br/>I hope they stop being so greedy and go back the way it was.",0,0,0,0,1,0,0
"Great game just wish you could play the whole game, not just harvest your crops and animals.  Out of sync more often than being able to play!",0,0,0,1,0,1,0
"When I buy some coins for real money, it doesn't work. I wasted at least 10$ on the game, yet nothing happens",1,0,0,0,1,0,0
I love playing FV  I just wish we could fill all requesta and receive all our gifts with just pushing one button.  Doing one at a time takes long.,0,0,0,0,0,1,0
"Fun game to kill time, I love games like this!",0,0,0,0,0,0,1
"really enjoy this game; it's fun, time consuming, and if you play your cards right you can play without spending real money!",0,0,0,0,1,0,0
"When you grab hold of something different and innovating, it's a good grab! Once you understand it, it gets addictive (a good addiction). I give it five for its thought, the art, smooth control, right kind of music, and innovation. I love games and this one does have, install it! Have a mellow day...",0,1,0,0,0,0,1
"Don't get me wrong, it's a good app... I just wish I could do more with it, like crafting, as I can when I'm on the full site.  But all in all, it's a good supplement for when you can't be at a computer.",0,0,0,0,0,1,0
This is a very cute and fun game but them down side is you are going to have to spend real money to get anywhere in the game. There are a lot of things that you can't get to unless you have the crystals to get them and if you don't find the crystals in the game (which is hard) than you have to buy them.,0,0,0,0,1,0,0
I really enjoy farmville on the Ipad. I just wish there was a flash player that would allow me to actually play the game. Please work on adding a flash player soon. Also allow for all items to be displayed as they are on the computer version.,0,0,0,0,0,1,0
"This game can be pretty fun and rewarding. I've played both Virtual City 1 &amp; 2, and I think that they had to set up the game like this if they were ever going to make any money (it's free, but there are a in-app purchases). You have to buy a few more things in this one--like land or unlocked features (which you use your investor credits for; you're given a small starting amount, but if you want more, you have to post things to fb, complete tasks, or pay real money for them).  One gripe I wish they would have dealt with: You can't move things after you build. If you put down a building or any feature whatsoever, it either stays there or gets bulldozed (if you need the space). Nothing can be rotated, nothing can be moved. Boo to that. Otherwise, it's a fun time-waster that keeps playing when you've actually shut things down (the next time you come back to it, your income has skyrocketed!).",0,0,0,0,1,0,0
"Like some of the others have said, this game is impossible to play unless you pay real money to get fake game money. If you play without paying, it will take years to get anywhere.",0,0,0,0,1,0,0
I love games that deal with the titanic. It explains what really happened that faithful night.,0,0,0,0,0,0,1
"Unfortunately, it seems that the common theme for games today is to provide a half-experience, charging you real money for the the rest of it. The game mechanics are convoluted and hard to understand, and frankly I'm shocked that there's no way to rotate buildings. No restart button? No different worlds? Stop badgering me with Facebook requests, you con artist!",0,0,0,0,1,1,0
this is best game<br/>I hope for coming another game like this<br/>I love game witch are playing without connection,0,1,0,0,0,0,0
"I use it several times a week, sometimes a day, and this is the next best thing to therapy.  The thought checker alone forces you to rationalize with and coach yourself.  The tips and advice were very useful as well, I just wish more were included in each category.  Otherwise an awesome app and worth every penny.",0,0,0,0,0,1,0
Cool game I love gamevil!!!!!,0,0,0,0,0,0,1
I really like this game! It makes you really think and I love games like that!,0,0,0,0,0,0,1
"I can't change my mood in the middle of the day.  If I'm in a &quot;7&quot; mood in the morning, but in the afternoon I'm in a &quot;4&quot; mood, it just changes the whole day.  It seems to me that a program developed by psychologists (and very well developed at that) would compensate for something like this, especially because daily mood fluctuations are a symptom of many different psychological conditions.  I really like the journals and the thought sessions, and I like the mood chart too - I just wish it were more reliable.  Otherwise great job!",0,0,0,0,0,1,0
I love games like this that you can laugh while playing. The chef is hilarious and I believe you'll love it.,0,0,0,0,0,0,1
I love this game just wish it had a setting for difficulty. This game gets hard quick!,0,0,0,0,0,1,0
It's okay but I don't think it's the worst app ever. I love games like these but this one wasn't all that I hoped it was.,0,0,0,0,0,0,1
"I get so frustrated when I hit the limit after a few minutes of playing the game. I'm sure the purpose is to get people to spend money, but frustration just doesn't motivate me to spend real money. But it must be motivating somebody, because I imagine they are making money.",0,0,0,0,1,0,0
"This game would be fun, but I object to games (especially for kids!) where you have to pay real money to advance. I understand that everyone wants profit, and so I'm good with needing to buy crystals to advance faster or to buy unique things you otherwise couldn't have. We have now reached a point in the game though where to continue on, we have to purchase crystals and that is frustrating.",0,0,0,0,1,0,0
It's pretty good. Just like all other games on Facebook. If you want to go along ways and do a lot you have to use real money (UGH!!!) stupid. But other than that it's alright.,0,0,0,0,1,0,0
Great!!!!! Good for kids an adults that love games,0,0,0,0,0,0,1
"I hate those games that simply wastes your time or prompts you to spend real money in order to solve the problem. <br/>In lot of the cases, you need to buy your way forward in the game with hints or it will waste tons of your time until you somehow find the solutions. <br/>Most of them are not really smart! Toward the end of the game, the controls, which is basically your mouse, does not work well when all of sudden it turns into an arcade game. It is so awkward to try to control either your weapons and the movement only with mouse, and you will not find the real solution unless you spend literally tons of your time on it, and without any good satisfactions. <br/>I decided to stop playing this game toward the end, because it just began to waste too much of my time without any good lead-on or smart enough solution to the game.  Recommended only for those who have tons of time to waste!! This game really gets on my nerve once it began to becoming so stupid toward the end. I did not really get what I was looking for, which was a good entertainment in the end!",0,0,0,0,1,0,0
Love it just wish it was more like the way it's played threw Facebook,0,0,0,0,0,1,0
i love game,0,0,0,0,0,0,1
"I love games like this , it's worth your monies",0,0,0,0,0,0,1
I love games like this where i get into it. It's perfect,0,0,0,0,0,0,1
"Love the graphics of the game, I'm also happy about the achievements one can accomplish. Keep up the good work guys, I love games like these.",0,1,0,0,0,0,0
pretty good just wish u could do stuff w/ the market. it still loads slowly and sometimes says &quot;out of sync&quot; and logs u out which is really annoying. Fix that and this game gets 5 stars,0,0,0,1,0,0,0
"This is a REALLY fun, addicting game, but they've made it difficult to earn investment points so that you'll buy them with real money instead. I'm currently stuck as a result, and will probably stop playing or just start over if they don't improve it. It would be really nice to be able to buy investment points with my city's money.",0,0,0,0,1,0,0
I just wish I could do more than plant and harvest. Keep the updates coming!,0,0,0,0,0,1,0
Game is fun just wish it work better on the IPhone.,0,0,1,0,0,0,0
I love games like these! Please come out with more.,0,0,0,0,0,0,1
I love games like these! Very fun to play,0,0,0,0,0,0,1
Pretty good game(: I love games that are 8-bit,0,0,0,0,0,0,1
It's a very nice app. I just wish I could take a photo while recording a video.,0,0,0,0,0,1,0
"I love games that rely on sound. This was absolutely perfect! I just wish it was longer. Other that that, best sound app ever.",0,0,0,0,0,0,1
"Very addictive and fun. I wish you could do more without having to spend real money, that part is real frustrating.",0,0,0,0,1,0,0
I gave this game a 4 stars because it is very addicting. But it sometimes does weird stuff like glitches. They also should have more than 4 levels and u shouldn't have 2 pay real money for the 4th lvl.,0,0,0,0,1,0,0
I love games that make you think and this game does just that!,0,0,0,0,0,0,1
"App still quits suddenly; downloads *always*stall--no it's not my broadband connection--when it works, it's terrific.  I just wish it worked more than it doesn't.  It is presently buggy and very unreliable.  Not recommended.",1,0,0,1,0,0,0
"I just wish I could up load my husbands farmville on my phone. It just let's me have one;p but, it's a good one!",0,0,0,0,0,1,0
I love game! It's relaxing and enjoyable! A little addictingAs well!,0,0,0,0,0,0,1
